text,sentiment
dün küresel hisse senet piyasa jeopolitik risk fiyatla var ancak sert sat diğer finansal enstrüman aynı olumsuz etki yap abd hisse endeks de gün hafif artı kapa bu birlikte sabah aç hem abd vade hem de asya endeks zayıf seyret gör dün bist-100 de küresel eğilim ayak uydur seans kapa yakın saat gel devre kes uygula sonra gün kayıp kapa banka hisse kayıp %4 hafif alt ol kısa vade küresel piyasa en büyük beklenti fed yarın faiz karar açıkla ol karar sonra hisse senet hafif iyimser oluş düşün bist de bugün hafif sat eğilim devam sonra iş küresel piyasa seyir bağ ol toparla bekle,neg
dün gün yatay aç yap bist-100 endeks önce gün sat devam gel gün eksi kapa telekom teknoloji hisse miktar olumlu ayrış banka UNK gyo hisse sat seyir dikkat çek dün yurtdışı taraf bilanço bağ ol hafif sat seyir var bist şirket sen çeyrek bilanço bugün itibaren açıkla başla bugün ayrıca UNK reel sektör güven endeks veri açıkla bıst gün yatay seyir başla gün içeri de nispeten dar bant kal bekle,neg
dün gün yatay aç yap bist-100 endeks önce gün sat devam gel gün eksi kapa telekom teknoloji hisse miktar olumlu ayrış banka UNK gyo hisse sat seyir dikkat çek dün yurtdışı taraf bilanço bağ ol hafif sat seyir var bist şirket sen çeyrek bilanço bugün itibaren açıkla başla bugün ayrıca UNK reel sektör güven endeks veri açıkla bıst gün yatay seyir başla gün içeri de nispeten dar bant kal bekle,neg
dün piyasa ukrayna savaş batı rusya operasyon ver tepki fiyatla borsa gün çatış yay rusya uygula yaptırım ekonomi üzeri yıkı etki ol endişe sert sat başla ardından çatış seyir batı gel yaptırım açıkla ardından toparla gözle gün sonunda abd piyasa özellikle teknoloji perakende gıda savun hisse gel alım endeks çoğu artı geç gör dün bist hisse iş sert sat gör bist-100 endeks gün genel yay sat neden kayıp tamamla sabah itibar abd endeks vade hafif sat asya borsa denge seyret dün sert kayıp ardından bugün bist hafif tepki alım gözle,neg
hafta baş sert düş ardından dün borsa toparla çaba devam et gözle özellikle döviz cins gelir sağla esnek ol şirket talep koşul küresel çap belirle demir çelik petrokimya şirket toparla daha belirgin geliş ayrıca daha önce paylaş öngörü de uyum dün ayrıca yabancı sat devam et de banka hisse düş ara ver hatta pek banka gün artı kapa izle bu yıllık tahvil faiz baz puan gerile %18 gel etki ol ancak cds prim sinir düş var hafta sen iki gün iş piyasa ön süreç ekonomik karar açı nasıl yönet dair haber ak odakla tahmin et dün yurt dişi taraf risk iştah miktar hız kes gözlemle UNK bugün hisse baz hareket rağmen endeks yatay seviye kal bekle,neg
hafta baş sert düş ardından dün borsa toparla çaba devam et gözle özellikle döviz cins gelir sağla esnek ol şirket talep koşul küresel çap belirle demir çelik petrokimya şirket toparla daha belirgin geliş ayrıca daha önce paylaş öngörü de uyum dün ayrıca yabancı sat devam et de banka hisse düş ara ver hatta pek banka gün artı kapa izle bu yıllık tahvil faiz baz puan gerile %18 gel etki ol ancak cds prim sinir düş var hafta sen iki gün iş piyasa ön süreç ekonomik karar açı nasıl yönet dair haber ak odakla tahmin et dün yurt dişi taraf risk iştah miktar hız kes gözlemle UNK bugün hisse baz hareket rağmen endeks yatay seviye kal bekle,neg
"UNK bilanço dönem gir rağmen zayıf işlem hacim endeks sıkış devam et dün gıda iç gübre otomotiv havacılık hisse alım karşın banka beyaz eşya elektronik altın maden hisse sat seyir var gün son itibar bist-100 %0,2 hafif art göster endeks yıl baş göre kayıp %9 yakın ol UNK bilanço beklenti paralel seç hareket endeks baz yatay seyir devam et bekle",neg
"UNK bilanço dönem gir rağmen zayıf işlem hacim endeks sıkış devam et dün gıda iç gübre otomotiv havacılık hisse alım karşın banka beyaz eşya elektronik altın maden hisse sat seyir var gün son itibar bist-100 %0,2 hafif art göster endeks yıl baş göre kayıp %9 yakın ol UNK bilanço beklenti paralel seç hareket endeks baz yatay seyir devam et bekle",neg
fed 2021 gör enflasyon baskı geçici ol yön açıkla piyasa risk iştah olumlu etki yap dün abd endeks teknoloji hisse öncü yüksel avrupa borsa yukarı eğilim tetikle sabah aç itibar abd hisse vade asya piyasa temkin alim eğilim sür gör dün yurt iç iş haber ak risk iştah açı sakın gün yaşa bist-100 endeks gün yatay seviye kapa demir çelik hisse önce hafta sat ardından endeks destek ver banka hisse hafif geri çek dün de devam et hafta geri kal bak yurt dişi açı perşembe gün gel abd kişisel tüketim harca veri one çık yurt iç taraf iş piyasa daha gel hafta açıkla mayıs ayı enflasyon ver odakla borsa bugün yurt dişi eğilim paralel ol al aç yap bekle ancak piyasa güç destekle dinamik ol yatay eğilim devam et düşün,neg
bist-100 endeks dün gün kayıp tamamla banka perakende havacılık hisse sat one çık bu karşılık altın maden tarım kimya sektör hisse daha güç eğilim göster gör yarın ppk önce bıst bugün gün hafif al başla sonra yatay seyir koru bekle,neg
UNK sat dün de devam et UNK dün gerile ardından hafta baş göre kayıp ay baş göre kayıp ol UNK yılbaşı göre kayıp %20 bul günlük baz çimento cam enerji sektör hisse olumlu ayrış ay baş yan sat baskı gör perakende banka telekom hisse olumsuz ayrış devam et hafta son yap cumhurbaşkanlığı tur seçim piyasa en önem gündem madde bıst bugün destek seviye üzeri tutun çalış tahmin et,neg
bugün borsa yatay aç bekle yine kur yön belirle unsur ol düşün havayolu sektör ingiltere karar bağ hareket et ayrıca yarın başla jackson hole görüşme bekle,neg
dün bist-100 banka gel sat gün yaklaşık düş kapa dün kar sat rağmen temmuz son göre UNK art %20 yaklaş banka hisse %40 ulaş yurtdışı taraf fed başkan cuma gün konuş bekle konuş endeks kısa sürel toparla imkan ver ancak asıl belirle unsur resesyon endişe fed enflasyon karşı uygula politika tercih ol piyasa konu temkin davran düşün UNK bugün dune kıyas daha sakın yonsuz piyasa seyir gör bekle,neg
dün özellikle telekom banka savun sanayi hisse gel alım UNK art izle bu karşılık önce gün endeks destek ver tüpraş hisse ihracat sektör hisse kar sat gözle dün dış yatırım olası swap anlaşma haber çerçeve bae heyet ülke ziyaret piyasa tarafından olumlu fiyat söyle çerçeve yap açıkla tl miktar toparla piyasa risk iştah art yardımcı ol bugün gündem açı ppk toplantı tutanak açıkla ekonomi eğilim hak UNK tbb banka ara ilk tur bugün gerçek görüşme one çık seans önce işlem tl dengele ara içeri ol gör bıst gün yatay seyir başla bekle,neg
UNK salgın ilişkin yeni seyahat yasak gündem gel özellikle banka havacılık hisse zayıf eğilim belirgin dün bist banka havacılık endeks de %2 üzeri değer kaybet altın enerji hisse gel alım UNK gün yatay seviye UNK kapa imkan sağla dün ayrıca bil teknoloji hisse olumlu ayrış yurt dış paralel şekil sür dün yurt dişi taraf zayıf risk iştah haki gündem gir yeni kısıtla abd avrupa borsa en banka turizm hisse olumsuz etkile sabah aç gerek abd vade gerekse asya piyasa genelde sat ol gör dün arçelik UNK sonuç başla finansal tablo açıkla hafta içeri hisse baz hareket neden ol endeks geri çek teknik görünüm biraz daha boz UNK gün başlangıç seviye tutun çalış düşün,neg
dün banka hisse gel sat bist-100 endeks de gün %1 üzeri kayıp tamamla üst üste üçüncü gün gerile neden ol borsa sat seyir rağmen havacılık altın maden hisse olumlu ayrış dikkat çek dün sen saat destek seviye gel alım iş bugün dair miktar iyimser ver yurtdışı taraf iş karışık seyir gözle dün sat s UNK endeks gün kötü başlangıç yap sonra toparla ancak gün yine de ekşi de kapa UNK bugün hafif al başlangıç bekle,neg
abd piyasa süre gözle enflasyon endişe dün yıllık tahvil faiz gibi sen yıl en yüksek seviye taşı seviye uzun dönem ortalama göre halen düşük salgın önce seviye ol sert yüksel ay gibi kısa süre gel tüm varlık grup yatırım tedirgin et dün abd hisse senet endeks %2 asa kayıp sabah itibar asya piyasa benzer sert sat yol aç küresel dinamik içeri de dolar tl yüksel neden ol bıst küresel yayılım göster sat dalga etkile aç sert sat gör tahmin et,neg
yurt iç piyasa yeni hafta abd - türkiye ilişki kapsam risk fiyatla nebze zayıfla ol başla geç hafta gözle tl değer kayıp yeni hafta baş sür bist-100 endeks yeni hafta geç hafta baş göre düşük seviye başla geç hafta UNK sadece dört hisse artı kapa telekom demir çelik banka hisse genel düş eğilim kıyas biraz daha direnç kal gözle yeni hafta gündem küresel piyasa açı abd merkez banka çarşamba gün açıkla para politika karar yurt iç piyasa açı perşembe gün yayımla tcmb yıl UNK enflasyon rapor önem taşı bugün ayrıca ek UNK tedbir değer yeni tedbir gündem gel kabine toplantı yap hafta boyunca şirket ilk çeyrek bilanço açıkla hız kazan,neg
"UNK dün sat seyir haki UNK dahil hisse sadece beş gün artı kapa ana endeks %2,5 asa geri çek özellikle altın maden otomotiv perakende ticaret gıda telekom hisse gel sat belirle ol bu karşılık demir çelik petro kimya gibi emtia baz sektör biraz daha direnç seyir izle UNK UNK bilanço açıkla devam et bugün de banka sonuç gel başla yurtdışı taraf iş özellikle banka ilişkin endişe abd hisse senet endeks dün sert sat getir sabah aç iş abd borsa hafif toparla gör dün sat ardından bist-100 endeks mart son düş ardından yeniden bin seviye alt gerile ol UNK bugün hafif toparla bekle ancak endeks orta vade sıkışık bant hareket et bekle",neg
"süre seviye yatay seyret bist-100 endeks dün öğle sonra gel sert sat gün kayıp gün en düşük seviye kapa dün yurt dişi piyasa iş abd enflasyon ilişkin endişe şimdilik gündem geri düş iyimser haki dolar endeks ocak ay yan en düşük seviye gerile yıllık tahvil faiz de sen iki hafta UNK yeniden %1,60 alt gerile abd hisse senet endeks iş teknoloji hisse hafif yüksel diğer sektör miktar sat gözle sabah itibar abd vade asya piyasa al ol gör bıst de dün sert düş miktar düzel gün başla tahmin et ancak borsa yukarı yön risk iştah zayıf kal devam et",neg
bist-100 şirket UNK finansal bugün itibaren açıkla başla bist-100 endeks temmuz orta beri gözle %7 art banka gel alım belirle ol aynı dönem banka sektör endeks art göster banka güç ayrış kar beklenti önem rol oyna düşün dün bist-100 endeks art banka endeks art gör dün yurtdışı taraf iş karışık seyir var özellikle teknoloji hisse sat gel endeks baskı alt tut bıst bugün de hisse baz hareket göster bist-100 endeks baz iş yatay daha yakın eğilim oluş bekle,neg
hisse senet bugün hafif sat aç bekle yurt iç yeni it haber ak bulun neden yurt dış jackson hole önce yaşa sat baskı piyasa olumsuz etki yarat düşün gün içeri ingiltere seyahat liste türkiye kırmızı liste tut tut takip et,neg
dün UNK önce gün özellikle banka gel sat tamam geri al gün kapa dün tavan kapa kamu banka destek banka ol ilgi bugün aç devam et öngör yurtdışı taraf fed başkan bugün 17:00'deki konuş bekle konuş endeks kısa sürel toparla imkan ver ancak asıl belirle unsur resesyon endişe fed enflasyon karşı uygula politika tercih ol piyasa konu temkin davran düşün,neg
geç hafta küresel resesyon endişe güç yurtdışı merkez banka faiz karar borsa baskıla abd endeks %5 yaklaş sat gözle avrupa borsa düzey gerile gözle geç hafta UNK %3 yakın gerile kaydet ancak UNK düş daha banka telekom gyo hisse kaynakla sanayi endeks nispeten güç kal gör piyasa hafta yan dolar en seyir küresel faiz eğilim bu hisse senet yansı takip et yan yurt iç veri ak odakla veri ak açı bugün açıkla eylül ayı kapasite kullanım veri perşembe gün ekonomik güven endeks yine perşembe gün açıkla banka sektör ağustos ayı toplam net kar veri önem taşı ayrıca hafta son vade piyasa vade son düzenle de yap piyasa dikkat yön de ver gerek bıst yeni hafta temkin başlangıç yap yatay seviye koru UNK,neg
dün UNK seviye alt yatay kapa gör önce gün güç alım ardından otomotiv demir çelik hisse kar sat gelir hisse baz hareket gör banka endeks hafif art göster yurtdışı taraf iş abd hisse senet endeks kısa vade yüksel dün de sür ancak bugün endeks vade dün kazanç geri ver gözle yurtiçi bugün banka kar açıkla başla ol önem sanayi sektör taraf bilanço gel devam et endeks seviye alt sıkışık seyir koru düşün bilanço sonuç göre hisse değişim hız,neg
UNK virüs yeni varyant yarat tedirgin özellikle asya avrupa borsa sat seyir yol aç görün dün bist de banka havacılık hisse belirgin düş bu karşılık telekom bil otomotiv beyaz eşya al seyir takip et bist-100 endeks üzeri ivme kayıp rağmen yeni kapa rekor kır borsa hafta sen gün yurt dişi dinamik de etki hafif sat eğilim göster bekle,neg
bugün yurt iç açı önem gündem madde bulun yurt dişi taraf piyasa dönem en etkile konu UNK salgın kapsam gündem gel yeni kısıtla tedbir tedbir ekonomi resesyon risk artır piyasa risk iştah zayıf seyret neden ol bist-100 dün %2 yaklaş kayıp aç ardından banka gel alım başla toparla endeks hafif ekşi seviye kapa imkan sağla endeks perakende demir çelik hisse destek ver petrokimya hisse zayıf seyir devam et ayrıca kar açıkla sonra hisse değişim gözle sabah abd endeks vade bil hariç asya endeks gün sat başlangıç yap benzer eğilim bist de gör düşün,neg
fed faiz karar beklenti paralel ol rağmen fed bilgi toplantı mesaj piyasa faiz artırım döngü ilişkin temkin beklenti güç abd hisse toplantı önce gör al seyir yer belirgin geri çek bırak bist-100 iş dün yurt dişi piyasa miktar ayrış temkin seyir izle bist-100 endeks havacılık bil sektör hisse nispeten güç alım rağmen gün ancak art kapa dün banka hisse de genelde sat belirgin UNK bugün küresel piyasa risk beklenti yansı şekil gün hafif sat başla bekle,neg
banka hisse gel sert sat dün bist-100 endeks %1 asa geri çek neden ol yılbaşı itibar banka hisse kayıp %14 aş benzer geri çek enerji hisse de geçerli ol gör bu karşılık dün havacılık dayanıklı tüketim oto hisse nispeten daha güç eğilim göster bilanço önem birlikte hisse baz alım gel hafta orta itibaren daha belirgin ol düşün ancak o zaman kadar endeks baskı alt kal muhtemel görün,neg
geç hafta UNK hisse değişim belirgin hafta orta kar sat rağmen yapı sektör bağlantı hisse UNK bina güç proje karbon fiber kullanım donuk haber ak birlikte ürün donuk üretim proje ol tekstil kimya hisse olumlu ayrış endeks belirgin şekil baskıla sektör iş telekom havacılık banka kar sat gör bazı UNK hisse ol yeni hafta hisse değişim sürme endeks yatay bant hareket et bekle,neg
bist-100 endeks geç hafta kayıp tamamla hafta düş başla endeks hafif toparla ardından cuma gün düzey kayıp var ancak endeks seviye üzeri kal başar sat olumlu ayrış altın maden havacılık hisse dış tüm sektör etkile gör banka perakende sektör endeks hafta kayıp düzey gerçek yurt dişi taraf hafta boyunca gündem belirle konu abd başla sonra odak avrupa çevir küresel banka sektör karşılaş stres hafta sen gün konu yeniden one çık avrupa hisse senet endeks cuma gün sert düş neden ol hafta sen gün abd borsa iş daha olumlu kapa yap yurt iç haber ak açı bugün kapasite kullanım reel sektör güven endeks veri çarşamba gün bddk banka sektör şubat veri takip et hafta ilk gün endeks hafif pozitif aç yap seviye üzeri tutun çalış tahmin et,neg
"abd borsa dün sert sat sonra bugün asya piyasa nispeten olumlu abd endeks vade iş yatay seyret gör küresel piyasa boz büyük ölçü UNK savaş kapsam enerji arz ilişkin endişe art rusya tarafından yap açıkla yarat endişe kaynak dün UNK de %2,5 geçen gerile gör sat genel yay endeks dahil sadece hisse gün artı kapa gör banka hisse de ortalama %2 üzeri değer kaybet garanti banka gönül çağrı süreç hisse destek sağla düş sinir kal yardımcı ol endeks bugün yatay aç sonra dar bant hareket et bekle",neg
bist-100 endeks dün de %2 asa gerile göster böylece kayıp sen iki gün %5 yaklaş yılbaşı göre de %13 geç endeks dahil hisse sadece 11 dün artı kapa özellikle demir çelik altın maden ilaç hisse belirgin olumsuz ayrış UNK finansal sonuç hisse baz ayrış neden öl düş işlem hacim dikkat çek sat baskı süre daha devam et düşün UNK bugün de temkin aç bekle,neg
yurt dişi piyasa enflasyon endişe sakin ardından borsa endeks hafif toparla yatay seyir geç bugün abd gel kişisel tüketim harca veri enflasyon eğilim öngör açı önem taşı yurt iç taraf iş önce gün sert düş göster UNK dün kısım toparla kayıp yarı al dalga sıra uzun süre geri kalan banka daha direnç ol dikkat çek ancak güç beklenti ol yukarı potansiyel sınırla piyasa ön gün pazartesi gün açıkla birinci çeyrek büyü veri perşembe gün gel mayıs ayı enflasyon banka sektör nisan ayı finansal veri odakla bugün seans önce işlem abd hisse senet vade hafif eksi asya piyasa karışık ol dikkat çek bist de özellikle kapa doğru mscı endeks bugün geçerli ol çık saban holding thy yapı kredi hisse hareketlen gözle aç hafif geri çek ardından UNK yatay seviye koru UNK,neg
yeni hafta başla bddk şirket yeni tl kredi kullanım ilişkin nakdi döviz varlık bağ ol takım kısıtla getir düzenle fiyatla etki ol düşünce bist geç hafta artı tamamla banka demir çelik sektör hisse olumsuz yön ayrış düzey gerile yeni hafta baş miktar sat baskı gör bekle,neg
bist-100 endeks hafif artı aç dar bant seyret düşün dün bist beklenti aksine tatil dönem oluş yurt dişi piyasa olumlu eğilim tepki kal bist-100 endeks gerile özellikle banka havacılık sektör hisse gel sat belirle ol dün zayıf seyir sen dönem ivme kazan günlük UNK vaka sayı yarat belirsiz güç haber ak ol gibi faktör on plan çık düşün dün yurt dişi taraf yön ara belirgin zayıf gel abd konut sat veri ekonomik toparla dair beklenti yeniden göz geçir neden öl abd hisse senet endeks hafif de ol art var sabah itibar asya hisse senet de gün hafif artı başla gör küresel piyasa açı abd merkez banka bugün başla toplantı önem taşı yurtiçi de bugün başla çeyrek bilanço dönem hisse baz hareket one çık imkan sağla,neg
fed başkan powell jackson hole konuş önce hisse senet yatay aç bekle hafta son doğru ilerle endeks yön yurt dişi piyasa görünüm yönlen diye düşün havacılık hisse ingiltere türkiye kırmızı liste tut karar olumsuz etki de endeks üzeri baskı kur,neg
hafta ilk gün bist-100 endeks nispeten dar bant hareket et gün kayıp tamamla hisse baz kimya gübre sektör hisse olumlu ayrış banka üzeri sat baskı miktar denge dikkat çek diğer taraf endeks ağırlık yüksek UNK şirket UNK haki dün yurtdışı taraf iş ingiltere para dalga tahvil piyasa kaynak baskı sür dün sat seyir ardından sabah itibar abd endeks vade toparla çaba içeri görün yurt dişi taraf zayıf kal devam et UNK iş vade piyasa dengele birlikte hafif yukarı yön aç ol düşün,neg
dün bist üçüncü çeyrek bilanço beklenti sat alın seans izle özellikle demir çelik havacılık holding hisse gel alım bist-100 endeks sen yedi ay zirve taşı dün ayrıca tl hafif değer kazan yıllık tahvil faiz de hafif gerile dün yurtdışı taraf olumlu seyir var bugün piyasa seans aç gel ekonomik güven endeks eylül ayı dış ticaret veri odakla yurtdışı özellikle asya borsa miktar geri çek gözle bıst bugün seç hisse tercih seviye üzeri tutun çalış tahmin et,neg
bist-100 seviye alt yatay sıkışık seyir sür dün demir çelik çimento gıda hisse seç alım gözle perakende ticaret havacılık hisse gel sat endeks gün yatay seviye kapa neden ol yatay eğilim bugün de sürme bekle,neg
yurt dişi piyasa cuma gün noel tatil neden tatil bu karşılık yurt dış yeni UNK varyant art hız bu ekonomi etki eğilim özellikle ilaç firma olası etki tartış devam et geç hafta yurt iç taraf iş oldukça dalgalı seyir gözle hafta değer kayıp başla tl hükümet yerel para cins tasarruf destekle donuk plan açıkla hafta kuvvet yüksel tamamla tl kuvvetlen borsa taraf özellikle sen dönem tl değer kayıp karşı koru amaç talep gör hisse sert sat şekil yansı bist-100 endeks hafta %9 asa kayıp tamamla hisse dolar baz %35 geçen değer kazanç göster geri çek en az etkile sektör hisse fiyat yatay kal banka sektör ol bu karşılık döviz kazan şirket temas geri plan kal altın şirket %17 yakın kayıp yol aç benzer şekil demir çelik şirket de sert sat gör ancak cuma gün temettü beklenti de destekle kuvvet alım demir çelik hisse hafta kayıp sınırla yeni hafta başlangıç yurt diş tatil dön özellikle öğle sonra seans işlem hacim art sebep ol cuma gün seans ikinci yarı oluş olumlu hava değer bıst yeni hafta hafif al başla bekle,neg
yurt dişi taraf risk iştah belirle ol abd hisse endeks dün büyü rakam sonra gözle alim eğilim sonra yer temkin sat bırak endeks gün eksi kapa ancak seviye denge ara ol söyle dün yurt iç taraf iş seans baş gözle temkin dur daha sonra al seyir dönüş özellikle telekom havacılık hisse endeks sürükle banka hisse yüksel daha zayıf iştirak et bıst bugün de yukarı yön hareket sür gel hafta açıkla ocak ayı enflasyon veri yurtdışı piyasa seyir bilanço beklenti hisse seçim one çık bekle,neg
ukrayna geliş rusya uygula ekonomik yaptırım kısa vade likidite koşul daha orta uzun vade ekonomi etki fiyatla çalış hafta başla geç cuma gün piyasa konu olası ekonomik boyut nispeten hafif ol fiyatla art göster hafta son yaşa geliş piyasa yeni sat baskı getir bıst neden hafta sat başla bekle,neg
bist dün gün beklenti paralel zayıf eğilim başla seans içeri gel haber ak bist-100 gün art kapa dün haber ak açı en önem geliş bloomberg yer al haber göre türkiye varlık fon hisse senet etf asgari milyar dolar tutar alim yap planla piyasa duy söz konu aksiyon iki hafta önce açıkla devlet katkı emekli fon asgari hisse pay %10 %30 yüksel miktar ol daha önem destek işaret et dün ayrıca uzun süre baskı alt kalan banka hisse güç temettü beklenti bağ ol kuvvet alım gör banka havacılık endeks sıra art gösterge endeks de sürükle haber ak açı bugün gel büyü rakam cuma gün gel şubat enflasyon takip et kapsam bugün UNK dün yüksel devam bekle,neg
cuma gün finansal sektör kurum vergi ol uygula yön teklif hazırla haber banka miktar sat getir endeks gün seviye alt yatay kapa neden ol geç hafta sen üç gün ivme UNK seviye hız aş zorla göster yurtdışı taraf yeni hafta hafif sat başla borsa bugün gün hafif sat başla düşün,neg
UNK azal işlem hacim birlikte sıkış devam et dün ayrıca hacı lider endeks ağırlık ol hisse yerine bazı yeni halk arz one çık dikkat çek bist-100 aç sonra geri çek ardından gün içeri hafif al eğilim sergile ancak sen dakika gel sat endeks gün kayıp seviye alt kapa dün telekom demir çelik hisse belirgin şekil olumlu ayrış endeks baz gerile büyük ölçü altın maden havacılık hisse kaynak haber ak açı bugün yurt iç taraf sakın görün yurt dış bıst kapa yakın saat fed tarafından abd senato banka komite yap sunum piyasa tarafından yakın takip et bıst gün hafif al başla ancak seans genel olası sat baskı birlikte endeks sıkış sürme bekle,neg
bist-100 dün yatay kapa gerçek hafta baş yan olumsuz yön ayrış banka hisse endeks tutun destek ver ayrıca otomotiv perakende hisse de olumlu ayrış gözle bu karşılık geri kalan alt sektör pek çoğu sat baskı devam et bilanço beklenti bağ hisse baz hareket UNK sıkışık seyir süre daha devam bekle,neg
geç hafta yukarı yön eğilim koru yurt dişi hisse senet piyasa karşın bıst ayrış bist-100 endeks özellikle havacılık petrol petrokimya hisse gel sat hafta kayıp tamamla izle yurt iç zayıfla aşıla çalış sonra güç bekle turizm sektör ilişkin sen dönem yurt dış art yeni UNK vaka yol aç endişe etki ol ol yeni hafta başla asya piyasa art UNK sayı bağ ol zayıf aç gör bist de yatay aç hafta başlangıç bekle,neg
bist gün hafif sat yatay seyir başla bist-100 endeks dün özellikle havacılık hisse toparla çaba bilanço beklenti güç ol demir çelik otomotiv sektör hisse olumlu eğilim sür art bu karşılık banka perakende hisse ilgi zayıf kal endeks yüksel sınırla dün yurt dişi taraf sen dönem art göster UNK vaka abd çin ticaret uzlaş ekonomik toparla yavaşla endişe sat geç hafta hafta baş sat ardından asya hisse endeks yıl en düşük seviye seyret dün abd endeks de belirgin düş var fed açıkla önce abd vade sabah zayıf seyret gör yurtiçi iş destekle veri eksik yurt dişi taraf düzel beklenti art gibi faktör piyasa dar bant sıkış neden ol çerçeve ikinci çeyrek finansal hisse baz hareket yol aç ancak endeks üzeri etki sinir kal tahmin et,neg
yurtdışı piyasa abd faiz artı avrupa güç resesyon endişe birlikte zayıf risk algı sür dün UNK iş sen iki hafta sert sat baskı yaşa banka dengele çaba one çık gör ancak sanayi şirket belirgin alim iştah ol UNK gün yatay seviye kapa neden ol banka hisse açı yarın gel ağustos ayı toplu sektör veri önem taşı endeks yatay seyir devam et düşün,neg
dün endeks yaşa olumlu hava bugün devam et bekle bugün yarım işlem gün ol işlem hacim normal düşük ol ancak UNK finansal iyi gel ol hisse diğer ayrış düşün,neg
bist-100 seviye alt yatay sıkışık seyir sür dün beyaz eşya petrokimya maden hisse seç alım gözle öncelik banka daha sonra havacılık otomotiv hisse gel sat endeks gün ekşi kapa neden ol cumhuriyet bayram önce yarım gün açık ol piyasa sinir aktivite bekle,neg
geç hafta bist-100 %8 yakın art tamamla one çık sektör altın maden demir çelik UNK ol banka gıda perakende geri kal prim hisse de kar sat devam et yeni hafta başla çin taraf UNK kaynak protesto borsa baskıla gör yeni hafta UNK de hafif sat baskı başla düşün,neg
dün UNK alım telekom altın maden hisse yoğun bu karşılık diğer sektör belirgin sat baskı sür gör bist-100 endeks banka endeks gün kayıp tamamla işlem hacim de tatil dönem ol yurtdışı piyasa etki düşük seyret devam et yurtdışı taraf iş yan çin UNK tedbir normal süreç yan rusya enerji tedarik kısıtla hazırla haber etki ol dün abd hisse endeks tatil sonra hafif al başlangıç yap ancak sabah endeks vade gerile gözle yıl sen üç gün UNK sıkış devam et görüş bugün hisse değişim sür gösterge endeks yatay UNK düşün,neg
aç sert sat gün başla bist-100 endeks dün art gün iç en yüksek seviye yakın düzey kapa böylece hisse önce gün kayıp yarı fazla yerine koy ol dün yurt dişi piyasa biz iyimser destekle yön hareket et ancak sabah itibar yurt dış risk iştah zayıf görün abd hisse senet dün kapa yakın sat gör sabah gerek abd endeks vade gerekse asya piyasa kayıp dikkat çek diğer dikkat çek konu ocak hafta yurt dişi yerleşik hisse senet pozisyon yaklaşık yedi sekiz hafta ardından gerile gözleme ol bugün piyasa daha denge seyret düşün ancak yurt dişi taraf zayıf seyir birlikte UNK bugün miktar düzel ol düşün,neg
geç hafta bist-100 endeks yaklaşık gerile geç hafta yurt dişi taraf iş UNK kaynak yeni tedbir alın tedirgin rağmen borsa hafta civar art tamamla yeni hafta başla potansiyel yabancı sat yıllık tahvil faiz geçen hafta gör sıçra hisse üzeri baskı unsur ol devam et seviye dengele çaba karşın bıst yeni hafta hafif sat başla düşün,neg
dün UNK sat baskı ivme kazan devam et bist-100 endeks gün kayıp tamamla bugün kısım toparla beklenti taşı rağmen endeks sıkışık seyir kısa orta vade sür düşün,neg
cuma gün açıkla abd tarım dişi istihdam veri önce abd hisse senet piyasa temkin iyimser koru bu karşılık asya hisse senet endeks ayrış sat seyir izle gör bist de geçen hafta baş toparla çaba ardından bist-100 endeks sen iki gün eksi kapa UNK yeni varyant turizm sektör toparla sekte uğra endişe özellikle havayolu şirket sat getir ayrıca emtia petrol petrokimya hisse devam et düzel UNK nisan sonra en düşük kapa yap neden ol banka hisse iş sen dönem nispeten daha direnç hareket et dün destek seviye üzeri kal başar UNK bugün yatay aç sonra sıkışık bant hareket devam bekle,neg
bist hafif al aç sonra sıkışık seyir bekle fed para politika karar beklenti paralel açıkla hisse senet taraf önem etki yarat dün abd hisse senet endeks yatay seyret sabah aç asya piyasa geç gün kayıp ardından tepki alım güç abd endeks vade iş yatay seviye bulun ancak temel dinamik değişik bulun yurt iç iş taze kaynak gir ol neden endeks sıkışık bant seyir düşük işlem hacim birlikte devam et dün bist-100 endeks yatay kapa yap olumlu bilanço beklenti ol demir çelik hisse endeks destek ver bu karşılık dün çeyrek sonuç açıkla başla banka görece zayıf eğilim var borsa süre daha dar bant seyir koru bilanço beklenti paralel ol hisse baz hareket sürme bekle,neg
sonuç beklenti iyi gel rağmen kar açıkla birlikte banka hisse önce çeyrek ol gibi sert sat gör dün banka endeks kayıp ver altın enerji otomotiv hisse gel alım bist-100 endeks gün yatay kapa bugün aç hafif al sonra yatay dön piyasa hisse değişim dalgalı seyir devam bekle,neg
bist-100 geçen hafta artı kapa böylece yılbaşı göre getiri %69 ulaş geç hafta art kapa banka endeks aybaşı göre de art bıst ağustos ayı performans temel destekle ol diğer taraf cuma gün türkiye seans kapa gel sat abd borsa endeks geç hafta %5 ulaş kayıp tamamla sat eğilim güç cuma gün fed açıkla enflasyon büyü risk yap vurgula etki ol yeni hafta başla özellikle yurtdışı taraf belirgin zayıfla risk algı bist olumsuz yansı ol düşün ay baş yan yurtdışı ciddi düzey olumlu ayrış bıst yeni hafta miktar sat başla düşün,neg
